,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v),T1Therm(c),T2Therm(c)
81566,92139701,55,1.3214234757999999,1.7392989222666666,1.5716972817666666,1.3633163957999999,1.4269176792999998,1.5559562238333333,2.0215760091666666,2.1686079290999998,36.594728526766666,36.8759002121
81567,92140830,55,1.3227441760666667,1.7406123592333331,1.5726760403333333,1.3643516505,1.4281690746666666,1.5579611930666668,2.0222742789,2.1686565915333333,36.596841226900004,36.878223251166666
81568,92141959,55,1.3240559385,1.741920353,1.5736432109,1.3653776080666666,1.4294353218333333,1.5599831633333334,2.0229753417,2.168699941866667,36.59896105196667,36.880545032566665
81569,92143088,55,1.3254160591333335,1.7432898310999996,1.5746479870333334,1.3664364177000001,1.4307260077000001,1.5620382085666664,2.0237064084,2.168757964366667,36.6010695354,36.882865561799996
81570,92144251,55,1.3267307274,1.744610741166667,1.5756296855333334,1.3674638098666667,1.4320565362,1.5641408029666666,2.024449051266666,2.1688191825,36.6032940953,36.885172405566664
81571,92145380,55,1.3280137592,1.7458815936,1.5765755487666668,1.3684607365333332,1.4333409724333332,1.5661844438333332,2.0251302557,2.1688342349333336,36.60551755153333,36.887481379966665
81572,92146509,55,1.3293032688333333,1.7471673424333334,1.5775282701333333,1.369459402,1.4345649996,1.5681783928666666,2.025779948233333,2.1688649037000003,36.607737264466664,36.88978271923334
81573,92147638,55,1.3306083121666668,1.7484879863333334,1.5785061081666667,1.3704792712,1.4358073482666667,1.5701858785,2.026455935,2.1689067053666666,36.60996183546667,36.89208502706666
81574,92148767,55,1.3319597389,1.7498584361333334,1.5795016015666667,1.3715190158,1.4370149553,1.5721529026,2.0270975027,2.1689233379333333,36.612184944,36.894388642366664
81575,92149896,55,1.3333493074666665,1.7512663183333332,1.5805200362333334,1.3725805358999998,1.4381596172,1.5740620235,2.0277158721666666,2.1689457258,36.6145401969,36.896670927033334
81576,92151025,55,1.3347273575666667,1.7526553610666664,1.5815371490666665,1.3736373536666668,1.4392915070333334,1.5759569889,2.0283333945,2.168968100533333,36.61688596836667,36.89895359776667
81577,92152154,55,1.3360846759666667,1.7540114376666667,1.5825367586666665,1.3746845543666666,1.4404331503,1.5778533757666666,2.0289426871333336,2.1689930271,36.61923489146666,36.90123315313333
81578,92153283,55,1.3374286125333332,1.7553630912333336,1.5835312056666666,1.3757276283666668,1.4415734560666669,1.5797469118666665,2.029547787533333,2.1690156864,36.621578208766664,36.90350843106666
81579,92154412,55,1.3387587948333333,1.7566946845000002,1.5845213332333332,1.3767680430666667,1.4426814500333334,1.5815996808666668,2.0301195244666665,2.1690298668,36.6239205495,36.905786940666665
81580,92155541,55,1.3400814122666667,1.7580175287666668,1.5855064017666667,1.3777993389666667,1.4438194020000001,1.5834823607,2.030718901033333,2.1690625995333335,36.62614146456667,36.908076173400005
81581,92156670,55,1.3413872673,1.7593256798999997,1.5864778157333332,1.3788191176666666,1.4450546014666668,1.5854607485333332,2.031371344666667,2.1691214547333333,36.62836041756667,36.91036545389999
81582,92157799,55,1.3426805928333332,1.7606153600333334,1.5874372824333336,1.3798266422666667,1.4463593838666668,1.5875007125,2.0320514489333332,2.169176044266667,36.63057895266667,36.91266403583333
81583,92158928,55,1.3439781106333333,1.7619144002333333,1.5883914291666668,1.3808349903666668,1.4476683781666666,1.5895401283333335,2.0327143410333335,2.1692098798,36.6328042268,36.914959305400004
81584,92160057,55,1.3452705916999999,1.7631872222666665,1.5893271075333333,1.3818328598666667,1.4489308540333334,1.5915188872666666,2.0333272607,2.1692249112666664,36.63502807093333,36.9172506416
81585,92161186,55,1.3465833651666665,1.7644844974666667,1.5903009670666668,1.3828705575333333,1.4501387311999998,1.5934518988,2.0339122233999998,2.169246521533333,36.6372409796,36.919546669499994
81586,92162315,55,1.3479684608666667,1.7658707523666666,1.5913324269,1.3839612921333333,1.4513347476333336,1.5953720831666665,2.0344999241333337,2.1692654266,36.63946218263334,36.9218358187
81587,92163444,55,1.3494330608333334,1.7673343767333332,1.5924169865666666,1.3851071132333335,1.4525028713666666,1.5972675941,2.0350947570333333,2.1692977069333335,36.64168433746667,36.92412300783333
81588,92164573,55,1.3508747090666666,1.7687682594333334,1.5934792187,1.3862316637,1.4537116271000001,1.5992076525666667,2.0357389565333337,2.169346935866667,36.643904316400004,36.926406617366666
81589,92165702,55,1.3522869015333334,1.7701632384333335,1.5945243187,1.3873431916333334,1.4549953302999998,1.6012368573,2.0364560723,2.1694196698666666,36.64611370353333,36.928694460866666
81590,92166831,55,1.3537008511666666,1.7715634666000002,1.5955737604,1.3884564137666666,1.4563442629333334,1.6033384852666666,2.0372132077,2.1694846907666667,36.64833067336667,36.930982566333334
81591,92167960,55,1.3550780476,1.772916559966667,1.5965866770666666,1.3895382131333331,1.4576535824333332,1.6053991914,2.0379159411,2.1695154919333333,36.65054775316667,36.93327611983333
81592,92169089,55,1.3564259102,1.7742396245333332,1.5975876936666666,1.3906015323333332,1.4589201482333334,1.6074297952666665,2.0385853608666666,2.1695449726333336,36.652755016600004,36.93556643553333
81593,92170218,55,1.3577403267333332,1.7755306985666663,1.5985649822666665,1.3916361510666666,1.4601553057333332,1.6094272651666666,2.0392285506666665,2.1695629623666663,36.6549758714,36.93784927386667
81594,92171347,55,1.3590099832666667,1.7767636950333334,1.5994933055333334,1.3926283491666667,1.4612738805666667,1.6113110163333333,2.0397920814666666,2.1695588841999998,36.6571809917,36.940138288233335
81595,92172476,55,1.3602474578333332,1.7779744386999998,1.6003981735333332,1.3935877437333333,1.4623416608,1.6131338404666666,2.0403241239666667,2.1695490114333333,36.6593940025,36.942415367133336
81596,92173605,55,1.3614575602666668,1.7791619684,1.6012802812666667,1.3945243163999999,1.4633918158333334,1.6149344957333334,2.0408619991333334,2.1695567442,36.661601776233326,36.944695240133335
81597,92174734,55,1.3626852472666666,1.7803844744333333,1.6021873496333334,1.3954746538,1.4644253291333336,1.6167183099333333,2.041401759933333,2.1695629925333337,36.663810715400004,36.946973417
81598,92175863,55,1.3639032831,1.7815935540333332,1.6030854277000002,1.3964146398000001,1.4655005562999999,1.6185354548,2.0419830942666666,2.1695911108000003,36.66601682306667,36.94924028503333
81599,92176992,55,1.3651440779000001,1.7828372441666667,1.6040030835333332,1.3973719808666665,1.4665672704666666,1.6203389136333333,2.0425547092666667,2.169605788233333,36.668218259633335,36.9515180901
81600,92178121,55,1.3663757486333332,1.7840752340666666,1.6049198384999999,1.3983270521000002,1.4676396835333332,1.6221348009666667,2.0431256148333334,2.1696142225333332,36.670430304599996,36.95378696303333
81601,92179250,55,1.3675737805666668,1.7852749588666665,1.6058110650000001,1.3992624550666666,1.4686661748,1.6238827064666668,2.043643529366667,2.169607541433334,36.672630514199994,36.956062218
81602,92180379,55,1.3687776425333333,1.7864854100999998,1.6067063395333334,1.4002020188,1.4696978535666667,1.6256378962333333,2.0441856807,2.1696301732000003,36.67483605566666,36.958328313533336
81603,92181508,55,1.3699723450333332,1.7876899696666668,1.6076016363666668,1.4011404810666666,1.4708303623,1.6274804803666667,2.0448063738,2.1696722528666665,36.67703798993334,36.960602697
81604,92182637,55,1.3711977779,1.7889319787,1.6085340679333333,1.4021120117333334,1.4719797344,1.6293412444,2.0454239892666664,2.1696997299,36.679240531766666,36.96287445286667
81605,92183766,55,1.3724819833333333,1.7902408064333335,1.6095142479666666,1.4031279247333333,1.4731271133333332,1.6311973965666666,2.046025060033333,2.1697257343333334,36.6814444129,36.9651468037
81606,92184895,55,1.3737687615666667,1.791553819866667,1.6104996352,1.4041523717000002,1.4743173941333334,1.6331028904,2.0466606574,2.169769954066666,36.68364558026667,36.967421780900004
81607,92186024,55,1.3751054623666665,1.7929234186333334,1.6115255114666667,1.4052178126,1.4755245277666666,1.6350230866,2.0472927719333334,2.1697959021333335,36.68585304423333,36.9696959745
81608,92187153,55,1.3764952066666667,1.7943479517666667,1.6125784753333332,1.4063115382666667,1.4766900105333332,1.6369067446666667,2.0478904385666667,2.169816404366667,36.688055037233326,36.97197364543334
81609,92188282,55,1.3778751765,1.7957346262666667,1.6136047895666668,1.4073845637333335,1.4778448088,1.6387709600333336,2.0484666024666662,2.169829263,36.69026415386667,36.97423903926667
81610,92189411,55,1.3792348631333333,1.797090123266667,1.6146091867333332,1.4084382278333334,1.4789800909666666,1.6406143073333332,2.0490316176666665,2.1698465145,36.692462693,36.9765087441
81611,92190540,55,1.380537415,1.7983807501333335,1.6155696054333333,1.4094504049666667,1.4801090815,1.6424466161,2.0495838214666664,2.1698567872333334,36.69466353053333,36.97878294193333
81612,92191669,55,1.3818288863333335,1.7996512970666667,1.6165090472333332,1.4104510675333333,1.4812367974333334,1.6442614832333333,2.050134205166667,2.1698750680999996,36.6968646534,36.981046489866664
81613,92192798,55,1.3831291840666666,1.8009350422333334,1.6174748436000002,1.4114681908666666,1.4823620101000001,1.6460714972666666,2.0506791404,2.1698935115666664,36.699056111366666,36.983306942333336
81614,92193927,55,1.3844421516,1.8022408500666665,1.6184553448999999,1.4124966478,1.4835072725666667,1.6478713644,2.0512290769333332,2.169905986,36.70125232113333,36.985570135500005
81615,92195056,55,1.3858113674333332,1.8036273619999996,1.6194830976666668,1.4135674283333333,1.484675117,1.6496564558,2.0517775736333337,2.1699218724,36.70345174356666,36.98782662396667
81616,92196185,55,1.3872416191666668,1.8050756165666666,1.6205546335,1.4146815631,1.4858957321666668,1.6514452332666667,2.052345840866667,2.1699345579333333,36.70564802363334,36.9900838001
81617,92197314,55,1.3886725671666666,1.8065044061666666,1.6216237027666667,1.4158009404666667,1.4871279916666669,1.6532543988666666,2.0529310147333333,2.1699683751333336,36.707848057300005,36.9923423831
81618,92198443,55,1.3900743203666668,1.8078943707333333,1.6226633595,1.4168953598333334,1.4884564613999998,1.6551689827000002,2.0535867287666663,2.170022615833333,36.710048633666666,36.9946069117
81619,92199572,55,1.3914392836666667,1.8092253044333335,1.6236532248000002,1.4179517225666667,1.4897647764333335,1.6570647335666666,2.0541971635333334,2.1700364369666665,36.71225081516667,36.9968741132
81620,92200701,55,1.3928072092000001,1.8105493157333334,1.6246406314333333,1.4190140320666667,1.4909561325,1.6588581701,2.0547353954000003,2.170037632866667,36.71444284033333,36.999133325133336
81621,92201830,55,1.3941801530999998,1.8118938699333333,1.6256427508333333,1.4200872450666666,1.4921676183666668,1.6606937754666669,2.055323948466667,2.1700820086333334,36.716636689,37.001392719933335
81622,92202959,55,1.3955637250666666,1.8132578759666667,1.6266620666666667,1.4211793539333333,1.4934169104,1.6625746903,2.0559481716,2.1701192247,36.718832336,37.003655210333335
81623,92204088,55,1.3970248933666667,1.8147182889666666,1.6277344627333332,1.4223202707333333,1.4946856293666666,1.6644967197,2.0565952153000002,2.170162091166667,36.7210277904,37.005916937399995
81624,92205217,55,1.3984579329000002,1.8161255941999999,1.6287598892333333,1.4234260957999998,1.4959769302666666,1.6664419119333334,2.0572409988333336,2.1701940476,36.7232237041,37.00818356963333
81625,92206346,55,1.3998349995,1.8174668793000002,1.6297485901000002,1.4244977116000002,1.4972765527,1.6684061521333335,2.0578835828,2.1702347347,36.725421375799996,37.01043813526667
81626,92207475,55,1.4011975264,1.8187988279333331,1.6307271309666667,1.4255571611333333,1.4985535368,1.6703465161666666,2.058510439,2.1702667986666664,36.727610386833334,37.012705255
81627,92208604,55,1.4025593622666666,1.8201212250333334,1.6317024513,1.4266185435666667,1.4998122584,1.6722677902333334,2.0591171181999997,2.1702895576000003,36.729800521933335,37.01496341233333
81628,92209733,55,1.4039611338333333,1.8214942095666666,1.6327237432666666,1.4277250347666668,1.5010058043333334,1.6741070436666667,2.0596594059,2.1702888665333333,36.73198951323333,37.01722064686667
81629,92210907,55,1.4054157089000001,1.8229285722333335,1.6337953853,1.4288782607666668,1.5021900059333335,1.6759254014999998,2.060206194,2.1703108649333336,36.73404967463333,37.01948990766667
81630,92212036,55,1.4069300269,1.8244270116666668,1.6349176291666667,1.4300833645333333,1.5034555410666668,1.6778034065333334,2.0608164281333337,2.1703537065,36.73610447593333,37.0216322926
81631,92213165,55,1.4085003742333333,1.8259856188666668,1.6360812774,1.4313279201333333,1.5047471081666666,1.6797041653,2.0614491839,2.1703961192666665,36.7381662193,37.023895450400005
81632,92214294,55,1.4100648849666666,1.8275276997333334,1.6372268244333332,1.4325592590999998,1.5060184129999998,1.6815886284666666,2.0620594744333336,2.170414910233333,36.740223561600004,37.02616537163333
81633,92215423,55,1.4115697707666666,1.8289941171666666,1.6383096689333334,1.4337354053666667,1.5072464723999999,1.6834326773333332,2.0626269365333334,2.170425037433333,36.74227735753333,37.028438096600006
81634,92216552,55,1.4130627840333334,1.8304480772333334,1.6393681979333332,1.4348862539999998,1.5084406123666665,1.6852477516666666,2.063179456333333,2.170431475933334,36.7444491253,37.030687845533336
81635,92217681,55,1.4145005206666668,1.8318267423333334,1.6403888460666667,1.4360017473,1.5096408617,1.6870749896333332,2.063737120366667,2.1704529996333335,36.746620923933335,37.03293381786666
81636,92218810,55,1.4159582271,1.8332525972333333,1.6414462749,1.4371449326666668,1.5108698351,1.6889266348666667,2.0643185504666666,2.1704783222,36.748787131700006,37.03518513576667
81637,92219939,55,1.4174268934,1.8346759069000003,1.6425088676666666,1.4382938523666666,1.5121006967666666,1.6907586800666667,2.064892397266666,2.170502579966667,36.7509549558,37.03742942826666
81638,92221068,55,1.4189017621666666,1.8361285425666665,1.6436066754333332,1.439470850966667,1.5133578317,1.6926083491666666,2.0654728071666666,2.170523348366667,36.75312103983333,37.0396718588
81639,92222197,55,1.4204177966333333,1.8376390827,1.6447500811333333,1.4406800591,1.5145348578666666,1.6943795604333334,2.0660105498999997,2.1705242689,36.75528461973333,37.04191831416667
81640,92223326,55,1.4219512884666667,1.839158745566667,1.6458967441,1.4418928785666667,1.5156484392666667,1.6961048118666668,2.0665242223666667,2.170528749633333,36.7574515073,37.0441559398
81641,92224455,55,1.4234543882666666,1.8406348469666667,1.6470035591999999,1.4430684505,1.5167355887666667,1.6978086234999998,2.0670328804333336,2.1705232815,36.75962089743334,37.04639254063334
81642,92225584,55,1.4248847107666665,1.8420415988333332,1.6480433851,1.4441804058999999,1.5177472557666667,1.6994442212,2.0674999072666664,2.1705086132666667,36.76178008743333,37.048627767166664
81643,92226713,55,1.4262860220333333,1.8434206678333331,1.6490627166666665,1.4452699419666666,1.5187643647,1.7010897926666666,2.0679882283333333,2.170509969133333,36.76394382423333,37.05086736753333
81644,92227842,55,1.4276885960999999,1.8448062094,1.6500842997666667,1.4463609611333335,1.5197887211666667,1.7027331244333335,2.068477993166667,2.170514422333333,36.76610953666666,37.05309902656666
81645,92228971,55,1.4291041677999998,1.8462148574000004,1.6511501327333333,1.4474857056666668,1.5208083110666666,1.704364630866667,2.0689596633333336,2.1705088886333335,36.76826519746667,37.05533520786666
81646,92230100,55,1.4305484150333332,1.8476543695333332,1.6522365833,1.4486263379333333,1.5218178773666666,1.7059944969,2.069446936666667,2.170512896,36.77043273186666,37.05756392013333
81647,92231229,55,1.4319592843666664,1.8490546343999998,1.6532911731666666,1.4497388886666667,1.5227975171333332,1.7075878064333332,2.0699099955,2.1704989384999998,36.7725902651,37.05979649893333
81648,92232358,55,1.4333564834333332,1.8504404198666664,1.6543289036333333,1.4508389308999998,1.5236995304333334,1.7090989851666665,2.070307166666667,2.170453752333333,36.774746910366666,37.062016737133334
81649,92233487,55,1.4347014323333334,1.8517496711666668,1.6553087164666667,1.4518883647333334,1.5244680990666666,1.7104754879333333,2.0706154498666667,2.1703862399333333,36.77690613743333,37.06423478473333
81650,92234616,55,1.4359767183,1.8529654462999998,1.6562139293333333,1.4528788489666666,1.5251630865999999,1.7117759155000003,2.0708882151666668,2.170323138766667,36.7790575292,37.066567930733335
81651,92235745,55,1.4372725104,1.8542043593666668,1.6571232177333333,1.4538785739666666,1.5258031672999999,1.7130076741000002,2.0711448160333337,2.1702646232,36.78120682123333,37.068773409100004
81652,92236874,55,1.4386215256333332,1.8555058726999998,1.6580808158333333,1.4549241683,1.5264161473,1.7141971445333335,2.0713810681,2.1702028319999997,36.7833599603,37.070976563600006
81653,92238003,55,1.4399923491333333,1.8568199378,1.6590574121,1.4559890794333334,1.5270181897333333,1.7153612897666664,2.0716218691000003,2.1701464814,36.78551262156667,37.073174004933335
81654,92239132,55,1.4413425576666667,1.8581005555,1.6600113988666667,1.4570392961333332,1.5276138880999999,1.7165071318333331,2.071860474966667,2.170093717233333,36.78766094146667,37.075369954
81655,92240261,55,1.4427335857333334,1.8594286252999999,1.6610002439666667,1.4581270921,1.5282158190666666,1.7176541108,2.0721151954,2.1700528151,36.7898104366,37.0775614736
