,Time(ms),BB Temp,T1CA(v),T1CB(v),T1CC(v),T1CD(v),T2CA(v),T2CB(v),T2CC(v),T2CD(v)
81566,92139701,55,56.59353398247997,62.728251722119154,61.75267383075301,58.42295808030369,56.37704097373207,58.73740345728827,63.685821961883484,62.33876508866547
81567,92140830,55,56.62905479020336,62.7589532348439,61.77820941851254,58.45439510370497,56.405287715298435,58.787192519363536,63.701177537933084,62.34189062288672
81568,92141959,55,56.664356633636686,62.7895433935581,61.80347481621571,58.48556941050176,56.43384086666682,58.837382809469155,63.716583986234994,62.34492729727637
81569,92143088,55,56.700870392514176,62.82146050408399,61.829628819414644,58.517666348456736,56.46289903399543,58.88835487046039,63.73254917647812,62.34820467909428
81570,92144251,55,56.73635047602277,62.85243653916281,61.85534662313534,58.54886606220585,56.4927688893571,58.94043893400127,63.74871673933787,62.35152107482964
81571,92145380,55,56.77102918762154,62.88232189541114,61.880205741500916,58.579211139563,56.52168603546663,58.99112945101339,63.763739743211794,62.35407827982534
81572,92146509,55,56.805868017591564,62.91252774956682,61.90522524007137,58.609597481246986,56.549344122061484,59.04063591897763,63.778166972466245,62.35688537959269
81573,92147638,55,56.841104642264966,62.94349800225182,61.93085066921086,58.64058109418538,56.57738272243148,59.090463823551836,63.793085927013585,62.35987704125927
81574,92148767,55,56.877513107496405,62.975550888302074,61.95689715036632,58.672124961180344,56.60470292825321,59.13933514155611,63.80736379005505,62.36245494523009
81575,92149896,55,56.91501854348534,63.008550687829036,61.98362478841253,58.704259879756584,56.63069784231644,59.18681431755608,63.821187349616984,62.36510642957073
81576,92151025,55,56.952223129754444,63.04113093829436,62.01031131193968,58.736262942875726,56.65642855839449,59.233958759623114,63.83499548431182,62.367758083395444
81577,92152154,55,56.98890644369666,63.072996785891625,62.03658211335396,58.76799243435473,56.682358209641464,59.28113373839575,63.84864690415761,62.37044870429255
81578,92153283,55,57.02524564828964,63.10476075411484,62.062723761646374,58.799601595143976,56.70825587602307,59.328236950142696,63.86221580254295,62.373097658123505
81579,92154412,55,57.06123595178513,63.13608710497951,62.08876106405816,58.83113920134821,56.73348740808778,59.374378265476345,63.87516523538718,62.375610017564334
81580,92155541,55,57.0969134706161,63.16710159582268,62.11455587195821,58.86243108693301,56.75935026833213,59.421238418701186,63.88864125869568,62.37843904779848
81581,92156670,55,57.13216500985213,63.19779430777819,62.14002194733817,58.89339912744883,56.787227739706566,59.47036442908997,63.903107775834734,62.38169891298952
81582,92157799,55,57.16709918805228,63.22808455440336,62.16520169213843,58.92403185306789,56.81655598122268,59.52095750600542,63.91809985368298,62.38489773424485
81583,92158928,55,57.202146151827435,63.258585275146636,62.190260862673675,58.95468442522611,56.84596816340616,59.57153429394142,63.93276737052965,62.387750987654336
81584,92160057,55,57.23706427764082,63.2885138904237,62.21487663264357,58.985038379244685,56.87441274393829,59.620671145522174,63.946498266318265,62.390290208687475
81585,92161186,55,57.2724847795235,63.31896382797986,62.240395189086726,59.01651709388968,56.901730958398126,59.668729656153424,63.95971206375267,62.39294261281244
81586,92162315,55,57.30974302111585,63.35135882887776,62.267300485409145,59.04948046273594,56.92879658913895,59.71647761530106,63.9729700852615,62.395543526619306
81587,92163444,55,57.349013334791685,63.38543883740701,62.29547747738147,59.08399104342272,56.955282439185055,59.76363949082799,63.98635926177571,62.39836305269746
81588,92164573,55,57.38770089119265,63.4188693006108,62.323117968317796,59.11789986042433,56.98260643552213,59.81185241353275,64.00066623908134,62.401458499571405
81589,92165702,55,57.42563274999879,63.451442377979824,62.350337874584035,59.15144668477083,57.01148726533257,59.862180035878346,64.01633836275845,62.4049458038993
81590,92166831,55,57.463616640358694,63.48413729358291,62.37766926573278,59.18504141627918,57.0417196394214,59.914222481592674,64.03275767659709,62.408306172991566
81591,92167960,55,57.50067094082009,63.51580636358881,62.40412667820115,59.217757908032254,57.071136842328436,59.965301584073956,64.04816707715081,62.411107670408725
81592,92169089,55,57.536973403515454,63.546811997939606,62.43028949117681,59.249951452890734,57.09966512875304,60.015664801968235,64.06295147278827,62.413884154129576
81593,92170218,55,57.572443414139855,63.57713490446905,62.45589805550573,59.28133039056519,57.12753528858619,60.065236122666334,64.07723883380875,62.41646366225198
81594,92171347,55,57.60676545236482,63.60617793614662,62.480319085118246,59.31152252861746,57.15299651692726,60.112121420473635,64.09004561178655,62.41868542332354
81595,92172476,55,57.6402813140134,63.63474449466992,62.50418669205905,59.340780212758524,57.1773935571451,60.157552384637796,64.10225275528298,62.42079968982659
81596,92173605,55,57.673099539874386,63.662800531320805,62.52750438096015,59.36939888136654,57.20142827069179,60.20246131293559,64.11457155402636,62.42320708435309
81597,92174734,55,57.706363746021815,63.691619042751576,62.55142057372874,59.398402953006915,57.2251165406692,60.246969846484355,64.12692385017978,62.425588302865656
81598,92175863,55,57.73938098714213,63.72014247737778,62.575118786140614,59.427104608227154,57.24965763947783,60.292256147742485,64.14004076775264,62.42831887094868
81599,92176992,55,57.77296926235932,63.74941458809632,62.599280847314525,59.4563052689136,57.27403332139899,60.337229380277506,64.15298722029443,62.43083872246319
81600,92178121,55,57.80633734584074,63.77857323357707,62.62343195804907,59.48543316400419,57.29851812867057,60.38201443154798,64.16591149980803,62.433246685951985
81601,92179250,55,57.838842675183116,63.80688714968825,62.64696030603775,59.51401431965218,57.3220580094497,60.42566993380249,64.1778531343805,62.43541176249128
81602,92180379,55,57.871500811474704,63.83543987365326,62.67059086027367,59.54270332716421,57.34569619420017,60.46948872573832,64.19023796621977,62.438051079868345
81603,92181508,55,57.90392364496088,63.86386074996328,62.69421834097582,59.571369646577025,57.37143144404312,60.51538479646783,64.20409699297633,62.441019401683214
81604,92182637,55,57.93712443377518,63.893097374430155,62.71873510875716,59.60096330555596,57.39751340504201,60.56170863400806,64.21789595104913,62.44374428298159
81605,92183766,55,57.97181325821273,63.92378974167462,62.744395894949704,59.63180570312979,57.42355467089169,60.60792388430623,64.23138671308088,62.44644547451027
81606,92184895,55,58.00656444979664,63.954570502830904,62.770178582029914,59.66289072382843,57.45048731118701,60.655309884973356,64.24552450745868,62.449449682028316
81607,92186024,55,58.0425847668907,63.98658922037073,62.79693651771744,59.69512781416489,57.477768288431484,60.70304316866559,64.25959651448214,62.45215178677753
81608,92187153,55,58.07994138828662,64.01979819110375,62.82433722178196,59.728163821115146,57.50418991044246,60.749914918972436,64.2730290617198,62.45476756129059
81609,92188282,55,58.11705788082242,64.05219023878888,62.85110729121329,59.760605408910365,57.530377916992485,60.796314102001176,64.28604800389773,62.45724500763008
81610,92189411,55,58.153650717043156,64.08389308660601,62.877342280977146,59.79250681703502,57.5561659421951,60.842223561450176,64.29886317724902,62.45979920800157
81611,92190540,55,58.18880058472475,64.11418624265406,62.902527110733196,59.82324599957569,57.581828123946785,60.88787618556134,64.31144373106784,62.46224281410654
81612,92191669,55,58.22367044730657,64.14404261589627,62.92721022299146,59.85365071343675,57.60745325139259,60.93310524322728,64.32397966456026,62.464807832926475
81613,92192798,55,58.25875391542171,64.17417660244739,62.95251436731065,59.88451525028287,57.63302342610736,60.978216312214,64.33641081216477,62.46737243772626
81614,92193927,55,58.29416262746684,64.20479556593199,62.97817517044015,59.91570125736758,57.659011689911786,61.023089902260025,64.34893804495222,62.469841347533475
81615,92195056,55,58.33099739527605,64.23717438092379,63.00496997153068,59.94807080658468,57.685461053357926,61.067606984084534,64.36143169992708,62.47235981959099
81616,92196185,55,58.369372969762516,64.27089396925868,63.032809412501734,59.98166027432062,57.713004294383424,61.11221201821912,64.37429504067138,62.47482619362785
81617,92197314,55,58.407769910438546,64.30419362867339,63.06059357912065,60.01539858411407,57.74079016438747,61.15730113176706,64.38747533442974,62.477642458134554
81618,92198443,55,58.445428889368024,64.33664874904454,63.087674410602325,60.04844095733205,57.7705750555077,61.20489188222324,64.40197813855808,62.48080147342478
81619,92199572,55,58.48215884521152,64.36782058427485,63.1135652774192,60.080415754527976,57.79994509804694,61.25203945034423,64.41563852136392,62.48329660007712
81620,92200701,55,58.518953576644115,64.39883158734854,63.13938714900721,60.11254980029835,57.82688424812465,61.296756819909305,64.42794331650511,62.48557553367027
81621,92201830,55,58.55587707493981,64.43029155918543,63.16556293856677,60.144990662972575,57.854240586725645,61.3424726853226,64.44118749160072,62.48856673194353
81622,92202959,55,58.59307121651695,64.4621767260103,63.19215205810726,60.17796602087833,57.88238320731475,61.38926431126838,64.45510050998784,62.49144295476764
81623,92204088,55,58.632228023167436,64.4961601341703,63.22001125984574,60.21231321816049,57.91092750975583,61.437028527952776,64.46943868910057,62.49441159534926
81624,92205217,55,58.67067375078715,64.528988036002,63.24674688180108,60.24567845218498,57.939944521014745,61.48534601112613,64.48375825357394,62.497205223072775
